t,theta,omega,energy
5.163,-0.775803,-0.363975,2.87328
5.164,-0.776164,-0.357104,2.87328
5.165,-0.776517,-0.35023,2.87328
5.166,-0.776864,-0.343354,2.87328
5.167,-0.777204,-0.336475,2.87328
5.168,-0.777537,-0.329595,2.87328
5.169,-0.777863,-0.322711,2.87328
5.17,-0.778182,-0.315826,2.87328
5.171,-0.778495,-0.308939,2.87328
5.172,-0.7788,-0.302049,2.87328
5.173,-0.779099,-0.295157,2.87328
5.174,-0.779391,-0.288263,2.87328
5.175,-0.779675,-0.281367,2.87328
5.176,-0.779953,-0.274469,2.87328
5.177,-0.780224,-0.267569,2.87328
5.178,-0.780488,-0.260668,2.87328
5.179,-0.780746,-0.253764,2.87328
5.18,-0.780996,-0.246859,2.87328
5.181,-0.781239,-0.239952,2.87328
5.182,-0.781476,-0.233043,2.87328
5.183,-0.781705,-0.226133,2.87328
5.184,-0.781928,-0.219221,2.87328
5.185,-0.782144,-0.212308,2.87328
5.186,-0.782353,-0.205393,2.87328
5.187,-0.782555,-0.198477,2.87328
5.188,-0.78275,-0.191559,2.87328
5.189,-0.782938,-0.18464,2.87328
5.19,-0.783119,-0.17772,2.87328
5.191,-0.783293,-0.170798,2.87328
5.192,-0.783461,-0.163876,2.87328
5.193,-0.783621,-0.156952,2.87328
5.194,-0.783774,-0.150027,2.87328
5.195,-0.783921,-0.143101,2.87328
5.196,-0.784061,-0.136174,2.87328
5.197,-0.784193,-0.129246,2.87328
5.198,-0.784319,-0.122317,2.87328
5.199,-0.784438,-0.115388,2.87328
5.2,-0.78455,-0.108457,2.87328
5.201,-0.784655,-0.101526,2.87328
5.202,-0.784753,-0.0945943,2.87328
5.203,-0.784844,-0.0876617,2.87328
5.204,-0.784928,-0.0807285,2.87328
5.205,-0.785006,-0.0737948,2.87328
5.206,-0.785076,-0.0668606,2.87328
5.207,-0.785139,-0.0599259,2.87328
5.208,-0.785196,-0.0529907,2.87328
5.209,-0.785245,-0.0460552,2.87328
5.21,-0.785288,-0.0391194,2.87328
5.211,-0.785324,-0.0321834,2.87328
5.212,-0.785352,-0.0252471,2.87328
5.213,-0.785374,-0.0183106,2.87328
5.214,-0.785389,-0.011374,2.87328
5.215,-0.785397,-0.00443729,2.87328
5.216,-0.785398,0.00249943,2.87328
5.217,-0.785392,0.00943612,2.87328
5.218,-0.785379,0.0163728,2.87328
5.219,-0.785359,0.0233093,2.87328
5.22,-0.785332,0.0302456,2.87328
5.221,-0.785299,0.0371818,2.87328
5.222,-0.785258,0.0441177,2.87328
5.223,-0.78521,0.0510533,2.87328
5.224,-0.785156,0.0579885,2.87328
5.225,-0.785094,0.0649233,2.87328
5.226,-0.785026,0.0718577,2.87328
5.227,-0.784951,0.0787916,2.87328
5.228,-0.784868,0.0857249,2.87328
5.229,-0.784779,0.0926576,2.87328
5.23,-0.784683,0.0995897,2.87328
5.231,-0.78458,0.106521,2.87328
5.232,-0.78447,0.113452,2.87328
5.233,-0.784353,0.120382,2.87328
5.234,-0.784229,0.127311,2.87328
5.235,-0.784098,0.134239,2.87328
5.236,-0.783961,0.141166,2.87328
5.237,-0.783816,0.148092,2.87328
5.238,-0.783665,0.155018,2.87328
5.239,-0.783506,0.161942,2.87328
5.24,-0.783341,0.168865,2.87328
5.241,-0.783168,0.175787,2.87328
5.242,-0.782989,0.182707,2.87328
5.243,-0.782803,0.189626,2.87328
5.244,-0.78261,0.196544,2.87328
5.245,-0.78241,0.203461,2.87328
5.246,-0.782203,0.210376,2.87328
5.247,-0.781989,0.21729,2.87328
5.248,-0.781768,0.224202,2.87328
5.249,-0.781541,0.231113,2.87328
5.25,-0.781306,0.238022,2.87328
5.251,-0.781065,0.24493,2.87328
5.252,-0.780816,0.251835,2.87328
5.253,-0.780561,0.258739,2.87328
5.254,-0.780299,0.265642,2.87328
5.255,-0.78003,0.272542,2.87328
5.256,-0.779754,0.27944,2.87328
5.257,-0.779471,0.286337,2.87328
5.258,-0.779181,0.293231,2.87328
5.259,-0.778884,0.300124,2.87328
5.26,-0.778581,0.307014,2.87328
5.261,-0.77827,0.313902,2.87328
5.262,-0.777953,0.320788,2.87328
5.263,-0.777629,0.327672,2.87328
5.264,-0.777298,0.334553,2.87328
5.265,-0.77696,0.341432,2.87328
5.266,-0.776615,0.348309,2.87328
5.267,-0.776263,0.355184,2.87328
5.268,-0.775904,0.362055,2.87328
5.269,-0.775539,0.368925,2.87328
5.27,-0.775167,0.375791,2.87328
5.271,-0.774787,0.382655,2.87328
5.272,-0.774401,0.389517,2.87328
5.273,-0.774008,0.396375,2.87328
5.274,-0.773608,0.403231,2.87328
5.275,-0.773202,0.410084,2.87328
5.276,-0.772788,0.416934,2.87328
5.277,-0.772368,0.423782,2.87328
5.278,-0.771941,0.430626,2.87328
5.279,-0.771507,0.437467,2.87328
5.28,-0.771066,0.444305,2.87328
5.281,-0.770618,0.45114,2.87328
5.282,-0.770164,0.457972,2.87328
5.283,-0.769702,0.464801,2.87328
5.284,-0.769234,0.471626,2.87328
5.285,-0.768759,0.478448,2.87328
5.286,-0.768277,0.485267,2.87328
5.287,-0.767788,0.492082,2.87328
5.288,-0.767293,0.498894,2.87328
5.289,-0.766791,0.505702,2.87328
5.29,-0.766281,0.512507,2.87328
5.291,-0.765766,0.519308,2.87328
5.292,-0.765243,0.526105,2.87328
5.293,-0.764713,0.532899,2.87328
5.294,-0.764177,0.539688,2.87328
5.295,-0.763634,0.546475,2.87328
5.296,-0.763084,0.553257,2.87328
5.297,-0.762527,0.560035,2.87328
5.298,-0.761964,0.566809,2.87328
5.299,-0.761394,0.573579,2.87328
5.3,-0.760817,0.580346,2.87328
5.301,-0.760233,0.587108,2.87328
5.302,-0.759643,0.593866,2.87328
5.303,-0.759045,0.600619,2.87328
5.304,-0.758441,0.607369,2.87328
5.305,-0.757831,0.614114,2.87328
5.306,-0.757213,0.620854,2.87328
5.307,-0.756589,0.627591,2.87328
5.308,-0.755958,0.634322,2.87328
5.309,-0.75532,0.64105,2.87328
5.31,-0.754676,0.647772,2.87328
5.311,-0.754025,0.65449,2.87328
5.312,-0.753367,0.661204,2.87328
5.313,-0.752702,0.667912,2.87328
5.314,-0.752031,0.674616,2.87328
5.315,-0.751353,0.681315,2.87328
5.316,-0.750669,0.688009,2.87328
5.317,-0.749977,0.694699,2.87328
5.318,-0.749279,0.701383,2.87328
5.319,-0.748574,0.708062,2.87328
5.32,-0.747863,0.714736,2.87328
5.321,-0.747145,0.721405,2.87328
5.322,-0.74642,0.728069,2.87328
5.323,-0.745689,0.734727,2.87328
5.324,-0.744951,0.74138,2.87328
5.325,-0.744206,0.748028,2.87328
5.326,-0.743455,0.754671,2.87328
5.327,-0.742697,0.761308,2.87328
5.328,-0.741932,0.767939,2.87328
5.329,-0.741161,0.774565,2.87328
5.33,-0.740383,0.781186,2.87328
5.331,-0.739598,0.7878,2.87328
5.332,-0.738807,0.794409,2.87328
5.333,-0.73801,0.801013,2.87328
5.334,-0.737205,0.80761,2.87328
5.335,-0.736394,0.814202,2.87328
5.336,-0.735577,0.820787,2.87328
5.337,-0.734753,0.827367,2.87328
5.338,-0.733922,0.83394,2.87328
5.339,-0.733085,0.840508,2.87328
5.34,-0.732241,0.847069,2.87328
5.341,-0.731391,0.853625,2.87328
5.342,-0.730534,0.860174,2.87328
5.343,-0.72967,0.866716,2.87328
5.344,-0.7288,0.873253,2.87328
5.345,-0.727924,0.879783,2.87328
5.346,-0.727041,0.886306,2.87328
5.347,-0.726151,0.892824,2.87328
5.348,-0.725255,0.899334,2.87328
5.349,-0.724353,0.905838,2.87328
5.35,-0.723444,0.912335,2.87328
5.351,-0.722528,0.918826,2.87328
5.352,-0.721606,0.92531,2.87328
5.353,-0.720677,0.931787,2.87328
5.354,-0.719742,0.938257,2.87328
5.355,-0.718801,0.94472,2.87328
5.356,-0.717853,0.951176,2.87328
5.357,-0.716899,0.957625,2.87328
5.358,-0.715938,0.964067,2.87328
5.359,-0.71497,0.970502,2.87328
5.36,-0.713997,0.97693,2.87328
5.361,-0.713017,0.983351,2.87328
5.362,-0.71203,0.989764,2.87328
5.363,-0.711037,0.99617,2.87328
5.364,-0.710038,1.00257,2.87328
5.365,-0.709032,1.00896,2.87328
5.366,-0.70802,1.01534,2.87328
5.367,-0.707001,1.02172,2.87328
5.368,-0.705976,1.02809,2.87328
5.369,-0.704945,1.03445,2.87328
5.37,-0.703907,1.0408,2.87328
5.371,-0.702863,1.04715,2.87328
5.372,-0.701813,1.05348,2.87328
5.373,-0.700756,1.05981,2.87328
5.374,-0.699694,1.06613,2.87328
5.375,-0.698624,1.07245,2.87328
5.376,-0.697549,1.07875,2.87328
5.377,-0.696467,1.08505,2.87328
5.378,-0.695379,1.09134,2.87328
5.379,-0.694284,1.09762,2.87328
5.38,-0.693183,1.10389,2.87328
5.381,-0.692076,1.11016,2.87328
5.382,-0.690963,1.11641,2.87328
5.383,-0.689843,1.12266,2.87328
5.384,-0.688718,1.1289,2.87328
5.385,-0.687586,1.13513,2.87328
5.386,-0.686447,1.14135,2.87328
5.387,-0.685303,1.14757,2.87328
5.388,-0.684152,1.15377,2.87328
5.389,-0.682995,1.15997,2.87328
5.39,-0.681832,1.16615,2.87328
5.391,-0.680663,1.17233,2.87328
5.392,-0.679488,1.1785,2.87328
5.393,-0.678306,1.18466,2.87328
5.394,-0.677118,1.19081,2.87328
5.395,-0.675924,1.19695,2.87328
5.396,-0.674724,1.20308,2.87328
5.397,-0.673518,1.20921,2.87328
5.398,-0.672306,1.21532,2.87328
5.399,-0.671088,1.22143,2.87328
5.4,-0.669863,1.22752,2.87328
5.401,-0.668633,1.23361,2.87328
5.402,-0.667396,1.23969,2.87328
5.403,-0.666153,1.24575,2.87328
5.404,-0.664904,1.25181,2.87328
5.405,-0.66365,1.25786,2.87328
5.406,-0.662389,1.2639,2.87328
5.407,-0.661122,1.26992,2.87328
5.408,-0.659849,1.27594,2.87328
5.409,-0.65857,1.28195,2.87328
5.41,-0.657285,1.28795,2.87328
5.411,-0.655994,1.29394,2.87328
5.412,-0.654697,1.29992,2.87328
5.413,-0.653394,1.30589,2.87328
5.414,-0.652085,1.31184,2.87328
5.415,-0.650771,1.31779,2.87328
5.416,-0.64945,1.32373,2.87328
5.417,-0.648123,1.32966,2.87328
5.418,-0.64679,1.33557,2.87328
5.419,-0.645452,1.34148,2.87328
5.42,-0.644108,1.34738,2.87328
5.421,-0.642757,1.35326,2.87328
5.422,-0.641401,1.35914,2.87328
5.423,-0.640039,1.365,2.87328
5.424,-0.638671,1.37085,2.87328
5.425,-0.637297,1.3767,2.87328
5.426,-0.635918,1.38253,2.87328
5.427,-0.634532,1.38835,2.87328
5.428,-0.633141,1.39416,2.87328
5.429,-0.631744,1.39996,2.87328
5.43,-0.630341,1.40575,2.87328
5.431,-0.628932,1.41152,2.87328
5.432,-0.627518,1.41729,2.87328
5.433,-0.626098,1.42304,2.87328
5.434,-0.624672,1.42879,2.87328
5.435,-0.62324,1.43452,2.87328
5.436,-0.621803,1.44024,2.87328
5.437,-0.62036,1.44595,2.87328
5.438,-0.618911,1.45164,2.87328
5.439,-0.617456,1.45733,2.87328
5.44,-0.615996,1.463,2.87328
5.441,-0.61453,1.46866,2.87328
5.442,-0.613059,1.47431,2.87328
5.443,-0.611582,1.47995,2.87328
5.444,-0.610099,1.48558,2.87328
5.445,-0.608611,1.49119,2.87328
5.446,-0.607117,1.4968,2.87328
5.447,-0.605617,1.50239,2.87328
5.448,-0.604112,1.50797,2.87328
5.449,-0.602601,1.51353,2.87328
5.45,-0.601085,1.51909,2.87328
5.451,-0.599563,1.52463,2.87328
5.452,-0.598036,1.53016,2.87328
5.453,-0.596503,1.53567,2.87328
5.454,-0.594964,1.54118,2.87328
5.455,-0.59342,1.54667,2.87328
5.456,-0.591871,1.55215,2.87328
5.457,-0.590316,1.55762,2.87328
5.458,-0.588756,1.56307,2.87328
5.459,-0.58719,1.56851,2.87328
5.46,-0.585619,1.57394,2.87328
5.461,-0.584042,1.57936,2.87328
5.462,-0.58246,1.58476,2.87328
5.463,-0.580873,1.59015,2.87328
5.464,-0.57928,1.59553,2.87328
5.465,-0.577681,1.60089,2.87328
5.466,-0.576078,1.60624,2.87328
5.467,-0.574469,1.61158,2.87328
5.468,-0.572855,1.6169,2.87328
5.469,-0.571235,1.62221,2.87328
5.47,-0.56961,1.62751,2.87328
5.471,-0.56798,1.63279,2.87328
5.472,-0.566345,1.63806,2.87328
5.473,-0.564704,1.64332,2.87328
5.474,-0.563058,1.64856,2.87328
5.475,-0.561407,1.65379,2.87328
5.476,-0.559751,1.65901,2.87328
5.477,-0.558089,1.66421,2.87328
5.478,-0.556422,1.6694,2.87328
5.479,-0.55475,1.67457,2.87328
5.48,-0.553073,1.67973,2.87328
5.481,-0.551391,1.68488,2.87328
5.482,-0.549703,1.69001,2.87328
5.483,-0.548011,1.69513,2.87328
5.484,-0.546313,1.70023,2.87328
5.485,-0.54461,1.70532,2.87328
5.486,-0.542902,1.7104,2.87328
5.487,-0.541189,1.71546,2.87328
5.488,-0.539471,1.72051,2.87328
5.489,-0.537748,1.72554,2.87328
5.49,-0.53602,1.73055,2.87328
5.491,-0.534287,1.73556,2.87328
5.492,-0.532549,1.74055,2.87328
5.493,-0.530806,1.74552,2.87328
5.494,-0.529058,1.75048,2.87328
5.495,-0.527305,1.75542,2.87328
5.496,-0.525547,1.76035,2.87328
5.497,-0.523785,1.76526,2.87328
5.498,-0.522017,1.77016,2.87328
5.499,-0.520244,1.77505,2.87328
5.5,-0.518467,1.77992,2.87328
5.501,-0.516684,1.78477,2.87328
5.502,-0.514897,1.78961,2.87328
5.503,-0.513105,1.79443,2.87328
5.504,-0.511308,1.79924,2.87328
5.505,-0.509507,1.80403,2.87328
5.506,-0.5077,1.80881,2.87328
5.507,-0.505889,1.81357,2.87328
5.508,-0.504073,1.81832,2.87328
5.509,-0.502252,1.82305,2.87328
5.51,-0.500427,1.82776,2.87328
5.511,-0.498597,1.83246,2.87328
5.512,-0.496762,1.83714,2.87328
5.513,-0.494923,1.84181,2.87328
5.514,-0.493079,1.84646,2.87328
5.515,-0.49123,1.8511,2.87328
5.516,-0.489376,1.85572,2.87328
5.517,-0.487518,1.86032,2.87328
5.518,-0.485656,1.86491,2.87328
5.519,-0.483789,1.86948,2.87328
5.52,-0.481917,1.87404,2.87328
5.521,-0.48004,1.87857,2.87328
5.522,-0.47816,1.8831,2.87328
5.523,-0.476274,1.8876,2.87328
5.524,-0.474384,1.89209,2.87328
5.525,-0.47249,1.89656,2.87328
5.526,-0.470591,1.90102,2.87328
5.527,-0.468688,1.90546,2.87328
5.528,-0.46678,1.90988,2.87328
5.529,-0.464868,1.91429,2.87328
5.53,-0.462952,1.91868,2.87328
5.531,-0.461031,1.92305,2.87328
5.532,-0.459106,1.92741,2.87328
5.533,-0.457176,1.93175,2.87328
5.534,-0.455242,1.93607,2.87328
5.535,-0.453304,1.94037,2.87328
5.536,-0.451361,1.94466,2.87328
5.537,-0.449415,1.94893,2.87328
5.538,-0.447464,1.95318,2.87328
5.539,-0.445508,1.95742,2.87328
5.54,-0.443549,1.96164,2.87328
5.541,-0.441585,1.96584,2.87328
5.542,-0.439617,1.97002,2.87328
5.543,-0.437645,1.97419,2.87328
5.544,-0.435669,1.97834,2.87328
5.545,-0.433688,1.98247,2.87328
5.546,-0.431704,1.98658,2.87328
5.547,-0.429715,1.99068,2.87328
5.548,-0.427722,1.99476,2.87328
5.549,-0.425726,1.99882,2.87328
5.55,-0.423725,2.00286,2.87328
5.551,-0.42172,2.00688,2.87328
5.552,-0.419711,2.01089,2.87328
5.553,-0.417698,2.01488,2.87328
5.554,-0.415681,2.01885,2.87328
5.555,-0.413661,2.0228,2.87328
5.556,-0.411636,2.02674,2.87328
5.557,-0.409607,2.03065,2.87328
5.558,-0.407574,2.03455,2.87328
5.559,-0.405538,2.03843,2.87328
5.56,-0.403498,2.04229,2.87328
5.561,-0.401453,2.04613,2.87328
5.562,-0.399405,2.04996,2.87328
5.563,-0.397353,2.05376,2.87328
5.564,-0.395298,2.05755,2.87328
5.565,-0.393238,2.06132,2.87328
5.566,-0.391175,2.06507,2.87328
5.567,-0.389108,2.0688,2.87328
5.568,-0.387038,2.07251,2.87328
5.569,-0.384963,2.0762,2.87328
5.57,-0.382885,2.07988,2.87328
5.571,-0.380803,2.08353,2.87328
5.572,-0.378718,2.08717,2.87328
5.573,-0.376629,2.09079,2.87328
5.574,-0.374537,2.09439,2.87328
5.575,-0.37244,2.09797,2.87328
5.576,-0.370341,2.10153,2.87328
5.577,-0.368237,2.10507,2.87328
5.578,-0.366131,2.10859,2.87328
5.579,-0.36402,2.11209,2.87328
5.58,-0.361906,2.11557,2.87328
5.581,-0.359789,2.11904,2.87328
5.582,-0.357668,2.12248,2.87328
5.583,-0.355544,2.12591,2.87328
5.584,-0.353416,2.12931,2.87328
5.585,-0.351285,2.1327,2.87328
5.586,-0.349151,2.13606,2.87328
5.587,-0.347013,2.13941,2.87328
5.588,-0.344872,2.14273,2.87328
5.589,-0.342728,2.14604,2.87328
5.59,-0.34058,2.14933,2.87328
5.591,-0.338429,2.1526,2.87328
5.592,-0.336275,2.15584,2.87328
5.593,-0.334118,2.15907,2.87328
5.594,-0.331957,2.16228,2.87328
5.595,-0.329793,2.16546,2.87328
5.596,-0.327626,2.16863,2.87328
5.597,-0.325456,2.17178,2.87328
5.598,-0.323282,2.1749,2.87328
5.599,-0.321106,2.17801,2.87328
5.6,-0.318926,2.1811,2.87328
5.601,-0.316744,2.18416,2.87328
5.602,-0.314558,2.18721,2.87328
5.603,-0.312369,2.19023,2.87328
5.604,-0.310178,2.19324,2.87328
5.605,-0.307983,2.19622,2.87328
5.606,-0.305785,2.19918,2.87328
5.607,-0.303585,2.20213,2.87328
5.608,-0.301381,2.20505,2.87328
5.609,-0.299174,2.20795,2.87328
5.61,-0.296965,2.21083,2.87328
5.611,-0.294753,2.21369,2.87328
5.612,-0.292538,2.21653,2.87328
5.613,-0.29032,2.21935,2.87328
5.614,-0.288099,2.22215,2.87328
5.615,-0.285875,2.22492,2.87328
5.616,-0.283649,2.22768,2.87328
5.617,-0.28142,2.23042,2.87328
5.618,-0.279188,2.23313,2.87328
5.619,-0.276954,2.23582,2.87328
5.62,-0.274717,2.23849,2.87328
5.621,-0.272477,2.24114,2.87328
5.622,-0.270234,2.24377,2.87328
5.623,-0.267989,2.24638,2.87328
5.624,-0.265742,2.24897,2.87328
5.625,-0.263491,2.25154,2.87328
5.626,-0.261239,2.25408,2.87328
5.627,-0.258983,2.2566,2.87328
5.628,-0.256725,2.2591,2.87328
5.629,-0.254465,2.26158,2.87328
5.63,-0.252202,2.26404,2.87328
5.631,-0.249937,2.26648,2.87328
5.632,-0.247669,2.2689,2.87328
5.633,-0.245399,2.27129,2.87328
5.634,-0.243127,2.27366,2.87328
5.635,-0.240852,2.27601,2.87328
5.636,-0.238575,2.27834,2.87328
5.637,-0.236295,2.28065,2.87328
5.638,-0.234013,2.28294,2.87328
5.639,-0.231729,2.2852,2.87328
5.64,-0.229443,2.28744,2.87328
5.641,-0.227154,2.28966,2.87328
5.642,-0.224864,2.29186,2.87328
5.643,-0.222571,2.29404,2.87328
5.644,-0.220276,2.29619,2.87328
5.645,-0.217978,2.29832,2.87328
5.646,-0.215679,2.30043,2.87328
5.647,-0.213377,2.30252,2.87328
5.648,-0.211074,2.30459,2.87328
5.649,-0.208768,2.30663,2.87328
5.65,-0.206461,2.30865,2.87328
5.651,-0.204151,2.31065,2.87328
5.652,-0.201839,2.31263,2.87328
5.653,-0.199526,2.31459,2.87328
5.654,-0.19721,2.31652,2.87328
5.655,-0.194893,2.31843,2.87328
5.656,-0.192573,2.32032,2.87328
5.657,-0.190252,2.32219,2.87328
5.658,-0.187929,2.32403,2.87328
5.659,-0.185604,2.32585,2.87328
5.66,-0.183277,2.32765,2.87328
5.661,-0.180949,2.32943,2.87328
5.662,-0.178618,2.33118,2.87328
5.663,-0.176286,2.33291,2.87328
5.664,-0.173953,2.33462,2.87328
5.665,-0.171617,2.33631,2.87328
5.666,-0.16928,2.33797,2.87328
5.667,-0.166941,2.33962,2.87328
5.668,-0.164601,2.34123,2.87328
5.669,-0.162259,2.34283,2.87328
5.67,-0.159915,2.3444,2.87328
5.671,-0.15757,2.34595,2.87328
5.672,-0.155223,2.34748,2.87328
5.673,-0.152875,2.34899,2.87328
5.674,-0.150525,2.35047,2.87328
5.675,-0.148174,2.35193,2.87328
5.676,-0.145821,2.35337,2.87328
5.677,-0.143467,2.35478,2.87328
5.678,-0.141112,2.35617,2.87328
5.679,-0.138755,2.35754,2.87328
5.68,-0.136397,2.35889,2.87328
5.681,-0.134037,2.36021,2.87328
5.682,-0.131676,2.36151,2.87328
5.683,-0.129314,2.36278,2.87328
5.684,-0.126951,2.36404,2.87328
5.685,-0.124586,2.36527,2.87328
5.686,-0.12222,2.36648,2.87328
5.687,-0.119853,2.36766,2.87328
5.688,-0.117485,2.36882,2.87328
5.689,-0.115116,2.36996,2.87328
5.69,-0.112745,2.37108,2.87328
5.691,-0.110373,2.37217,2.87328
5.692,-0.108001,2.37324,2.87328
5.693,-0.105627,2.37428,2.87328
5.694,-0.103252,2.3753,2.87328
5.695,-0.100876,2.3763,2.87328
5.696,-0.0984995,2.37728,2.87328
5.697,-0.0961218,2.37823,2.87328
5.698,-0.0937431,2.37916,2.87328
5.699,-0.0913635,2.38007,2.87328
5.7,-0.088983,2.38095,2.87328
5.701,-0.0866016,2.38181,2.87328
5.702,-0.0842193,2.38265,2.87328
5.703,-0.0818363,2.38346,2.87328
5.704,-0.0794524,2.38425,2.87328
5.705,-0.0770678,2.38502,2.87328
5.706,-0.0746824,2.38577,2.87328
5.707,-0.0722963,2.38649,2.87328
5.708,-0.0699094,2.38718,2.87328
5.709,-0.0675219,2.38786,2.87328
5.71,-0.0651337,2.38851,2.87328
5.711,-0.0627449,2.38913,2.87328
5.712,-0.0603555,2.38974,2.87328
5.713,-0.0579654,2.39032,2.87328
5.714,-0.0555748,2.39087,2.87328
5.715,-0.0531837,2.39141,2.87328
5.716,-0.050792,2.39192,2.87328
5.717,-0.0483999,2.3924,2.87328
5.718,-0.0460072,2.39287,2.87328
5.719,-0.0436141,2.3933,2.87328
5.72,-0.0412206,2.39372,2.87328
5.721,-0.0388267,2.39411,2.87328
5.722,-0.0364324,2.39448,2.87328
5.723,-0.0340378,2.39483,2.87328
5.724,-0.0316428,2.39515,2.87328
5.725,-0.0292475,2.39545,2.87328
5.726,-0.0268519,2.39572,2.87328
5.727,-0.024456,2.39598,2.87328
5.728,-0.0220599,2.3962,2.87328
5.729,-0.0196636,2.39641,2.87328
5.73,-0.0172671,2.39659,2.87328
5.731,-0.0148704,2.39675,2.87328
5.732,-0.0124736,2.39688,2.87328
5.733,-0.0100767,2.39699,2.87328
5.734,-0.00767966,2.39708,2.87328
5.735,-0.00528255,2.39714,2.87328
5.736,-0.00288538,2.39718,2.87328
5.737,-0.000488189,2.3972,2.87328
5.738,0.00190901,2.39719,2.87328
5.739,0.00430619,2.39716,2.87328
5.74,0.00670332,2.39711,2.87328
5.741,0.00910039,2.39703,2.87328
5.742,0.0114974,2.39693,2.87328
5.743,0.0138942,2.3968,2.87328
5.744,0.016291,2.39666,2.87328
5.745,0.0186875,2.39648,2.87328
5.746,0.0210839,2.39629,2.87328
5.747,0.0234801,2.39607,2.87328
5.748,0.0258761,2.39583,2.87328
5.749,0.0282718,2.39556,2.87328
5.75,0.0306672,2.39527,2.87328
5.751,0.0330623,2.39496,2.87328
5.752,0.0354571,2.39463,2.87328
5.753,0.0378516,2.39427,2.87328
5.754,0.0402456,2.39388,2.87328
5.755,0.0426393,2.39348,2.87328
5.756,0.0450326,2.39305,2.87328
5.757,0.0474254,2.39259,2.87328
5.758,0.0498178,2.39212,2.87328
5.759,0.0522096,2.39162,2.87328
5.76,0.054601,2.39109,2.87328
5.761,0.0569918,2.39055,2.87328
5.762,0.0593821,2.38998,2.87328
5.763,0.0617717,2.38938,2.87328
5.764,0.0641608,2.38876,2.87328
5.765,0.0665493,2.38812,2.87328
5.766,0.0689371,2.38746,2.87328
5.767,0.0713242,2.38677,2.87328
5.768,0.0737106,2.38606,2.87328
5.769,0.0760963,2.38533,2.87328
5.77,0.0784812,2.38457,2.87328
5.771,0.0808654,2.38379,2.87328
5.772,0.0832488,2.38298,2.87328
5.773,0.0856314,2.38216,2.87328
5.774,0.0880131,2.38131,2.87328
5.775,0.090394,2.38043,2.87328
5.776,0.092774,2.37954,2.87328
5.777,0.0951531,2.37862,2.87328
5.778,0.0975312,2.37767,2.87328
5.779,0.0999084,2.3767,2.87328
5.78,0.102285,2.37571,2.87328
5.781,0.10466,2.3747,2.87328
5.782,0.107034,2.37367,2.87328
5.783,0.109407,2.37261,2.87328
5.784,0.111779,2.37152,2.87328
5.785,0.11415,2.37042,2.87328
5.786,0.11652,2.36929,2.87328
5.787,0.118889,2.36814,2.87328
5.788,0.121256,2.36696,2.87328
5.789,0.123623,2.36576,2.87328
5.79,0.125988,2.36454,2.87328
5.791,0.128352,2.3633,2.87328
5.792,0.130714,2.36203,2.87328
5.793,0.133076,2.36074,2.87328
5.794,0.135436,2.35943,2.87328
5.795,0.137795,2.35809,2.87328
5.796,0.140152,2.35673,2.87328
5.797,0.142508,2.35535,2.87328
5.798,0.144863,2.35395,2.87328
5.799,0.147216,2.35252,2.87328
5.8,0.149568,2.35107,2.87328
5.801,0.151918,2.34959,2.87328
5.802,0.154267,2.3481,2.87328
5.803,0.156614,2.34658,2.87328
5.804,0.15896,2.34504,2.87328
5.805,0.161304,2.34347,2.87328
5.806,0.163647,2.34189,2.87328
5.807,0.165988,2.34028,2.87328
5.808,0.168328,2.33865,2.87328
5.809,0.170665,2.33699,2.87328
5.81,0.173002,2.33531,2.87328
5.811,0.175336,2.33361,2.87328
5.812,0.177669,2.33189,2.87328
5.813,0.18,2.33015,2.87328
5.814,0.182329,2.32838,2.87328
5.815,0.184657,2.32659,2.87328
5.816,0.186982,2.32478,2.87328
5.817,0.189306,2.32294,2.87328
5.818,0.191628,2.32108,2.87328
5.819,0.193948,2.3192,2.87328
5.82,0.196267,2.3173,2.87328
5.821,0.198583,2.31538,2.87328
5.822,0.200897,2.31343,2.87328
5.823,0.20321,2.31146,2.87328
5.824,0.20552,2.30947,2.87328
5.825,0.207829,2.30746,2.87328
5.826,0.210135,2.30542,2.87328
5.827,0.212439,2.30337,2.87328
5.828,0.214742,2.30129,2.87328
5.829,0.217042,2.29919,2.87328
5.83,0.21934,2.29706,2.87328
5.831,0.221636,2.29492,2.87328
5.832,0.22393,2.29275,2.87328
5.833,0.226222,2.29056,2.87328
5.834,0.228511,2.28835,2.87328
5.835,0.230798,2.28612,2.87328
5.836,0.233083,2.28386,2.87328
5.837,0.235366,2.28158,2.87328
5.838,0.237646,2.27928,2.87328
5.839,0.239925,2.27696,2.87328
5.84,0.2422,2.27462,2.87328
5.841,0.244474,2.27226,2.87328
5.842,0.246745,2.26987,2.87328
5.843,0.249014,2.26747,2.87328
5.844,0.25128,2.26504,2.87328
5.845,0.253544,2.26259,2.87328
5.846,0.255805,2.26012,2.87328
5.847,0.258064,2.25762,2.87328
5.848,0.26032,2.25511,2.87328
5.849,0.262574,2.25257,2.87328
5.85,0.264825,2.25002,2.87328
5.851,0.267074,2.24744,2.87328
5.852,0.26932,2.24484,2.87328
5.853,0.271564,2.24222,2.87328
5.854,0.273805,2.23958,2.87328
5.855,0.276043,2.23691,2.87328
5.856,0.278279,2.23423,2.87328
5.857,0.280511,2.23152,2.87328
5.858,0.282742,2.2288,2.87328
5.859,0.284969,2.22605,2.87328
