t,theta,omega,energy
3.324,-0.656955,1.28948,2.87328
3.325,-0.655663,1.29547,2.87328
3.326,-0.654364,1.30145,2.87328
3.327,-0.65306,1.30741,2.87328
3.328,-0.65175,1.31337,2.87328
3.329,-0.650433,1.31931,2.87328
3.33,-0.649111,1.32525,2.87328
3.331,-0.647783,1.33117,2.87328
3.332,-0.646449,1.33709,2.87328
3.333,-0.645109,1.34299,2.87328
3.334,-0.643763,1.34888,2.87328
3.335,-0.642411,1.35477,2.87328
3.336,-0.641053,1.36064,2.87328
3.337,-0.639689,1.3665,2.87328
3.338,-0.63832,1.37235,2.87328
3.339,-0.636945,1.37819,2.87328
3.34,-0.635564,1.38402,2.87328
3.341,-0.634177,1.38984,2.87328
3.342,-0.632784,1.39564,2.87328
3.343,-0.631385,1.40144,2.87328
3.344,-0.629981,1.40723,2.87328
3.345,-0.628571,1.413,2.87328
3.346,-0.627155,1.41876,2.87328
3.347,-0.625733,1.42451,2.87328
3.348,-0.624306,1.43025,2.87328
3.349,-0.622873,1.43598,2.87328
3.35,-0.621434,1.4417,2.87328
3.351,-0.61999,1.4474,2.87328
3.352,-0.618539,1.4531,2.87328
3.353,-0.617083,1.45878,2.87328
3.354,-0.615622,1.46445,2.87328
3.355,-0.614155,1.47011,2.87328
3.356,-0.612682,1.47576,2.87328
3.357,-0.611203,1.48139,2.87328
3.358,-0.609719,1.48702,2.87328
3.359,-0.608229,1.49263,2.87328
3.36,-0.606734,1.49823,2.87328
3.361,-0.605233,1.50382,2.87328
3.362,-0.603726,1.50939,2.87328
3.363,-0.602214,1.51495,2.87328
3.364,-0.600696,1.5205,2.87328
3.365,-0.599173,1.52604,2.87328
3.366,-0.597644,1.53157,2.87328
3.367,-0.59611,1.53708,2.87328
3.368,-0.59457,1.54258,2.87328
3.369,-0.593024,1.54807,2.87328
3.37,-0.591474,1.55355,2.87328
3.371,-0.589917,1.55901,2.87328
3.372,-0.588356,1.56446,2.87328
3.373,-0.586788,1.5699,2.87328
3.374,-0.585216,1.57533,2.87328
3.375,-0.583638,1.58074,2.87328
3.376,-0.582054,1.58614,2.87328
3.377,-0.580465,1.59153,2.87328
3.378,-0.578871,1.5969,2.87328
3.379,-0.577272,1.60226,2.87328
3.38,-0.575667,1.60761,2.87328
3.381,-0.574056,1.61294,2.87328
3.382,-0.572441,1.61826,2.87328
3.383,-0.57082,1.62357,2.87328
3.384,-0.569194,1.62886,2.87328
3.385,-0.567562,1.63414,2.87328
3.386,-0.565925,1.63941,2.87328
3.387,-0.564283,1.64466,2.87328
3.388,-0.562636,1.6499,2.87328
3.389,-0.560984,1.65513,2.87328
3.39,-0.559326,1.66034,2.87328
3.391,-0.557663,1.66554,2.87328
3.392,-0.555995,1.67072,2.87328
3.393,-0.554322,1.67589,2.87328
3.394,-0.552643,1.68105,2.87328
3.395,-0.550959,1.68619,2.87328
3.396,-0.549271,1.69132,2.87328
3.397,-0.547577,1.69644,2.87328
3.398,-0.545878,1.70154,2.87328
3.399,-0.544174,1.70662,2.87328
3.4,-0.542465,1.71169,2.87328
3.401,-0.54075,1.71675,2.87328
3.402,-0.539031,1.72179,2.87328
3.403,-0.537307,1.72682,2.87328
3.404,-0.535577,1.73184,2.87328
3.405,-0.533843,1.73684,2.87328
3.406,-0.532104,1.74182,2.87328
3.407,-0.530359,1.74679,2.87328
3.408,-0.52861,1.75174,2.87328
3.409,-0.526856,1.75668,2.87328
3.41,-0.525097,1.76161,2.87328
3.411,-0.523333,1.76652,2.87328
3.412,-0.521564,1.77142,2.87328
3.413,-0.51979,1.7763,2.87328
3.414,-0.518011,1.78116,2.87328
3.415,-0.516228,1.78601,2.87328
3.416,-0.514439,1.79084,2.87328
3.417,-0.512646,1.79566,2.87328
3.418,-0.510848,1.80047,2.87328
3.419,-0.509045,1.80526,2.87328
3.42,-0.507237,1.81003,2.87328
3.421,-0.505425,1.81479,2.87328
3.422,-0.503608,1.81953,2.87328
3.423,-0.501786,1.82426,2.87328
3.424,-0.499959,1.82897,2.87328
3.425,-0.498128,1.83366,2.87328
3.426,-0.496292,1.83834,2.87328
3.427,-0.494451,1.843,2.87328
3.428,-0.492606,1.84765,2.87328
3.429,-0.490756,1.85228,2.87328
3.43,-0.488901,1.8569,2.87328
3.431,-0.487042,1.8615,2.87328
3.432,-0.485178,1.86608,2.87328
3.433,-0.48331,1.87065,2.87328
3.434,-0.481437,1.8752,2.87328
3.435,-0.47956,1.87973,2.87328
3.436,-0.477678,1.88425,2.87328
3.437,-0.475791,1.88875,2.87328
3.438,-0.4739,1.89324,2.87328
3.439,-0.472005,1.89771,2.87328
3.44,-0.470105,1.90216,2.87328
3.441,-0.4682,1.90659,2.87328
3.442,-0.466292,1.91101,2.87328
3.443,-0.464378,1.91541,2.87328
3.444,-0.462461,1.9198,2.87328
3.445,-0.460539,1.92417,2.87328
3.446,-0.458612,1.92852,2.87328
3.447,-0.456682,1.93285,2.87328
3.448,-0.454747,1.93717,2.87328
3.449,-0.452807,1.94147,2.87328
3.45,-0.450864,1.94575,2.87328
3.451,-0.448916,1.95002,2.87328
3.452,-0.446964,1.95427,2.87328
3.453,-0.445007,1.9585,2.87328
3.454,-0.443047,1.96271,2.87328
3.455,-0.441082,1.96691,2.87328
3.456,-0.439113,1.97109,2.87328
3.457,-0.43714,1.97525,2.87328
3.458,-0.435162,1.9794,2.87328
3.459,-0.433181,1.98352,2.87328
3.46,-0.431195,1.98763,2.87328
3.461,-0.429206,1.99172,2.87328
3.462,-0.427212,1.9958,2.87328
3.463,-0.425214,1.99985,2.87328
3.464,-0.423212,2.00389,2.87328
3.465,-0.421206,2.00791,2.87328
3.466,-0.419196,2.01191,2.87328
3.467,-0.417183,2.0159,2.87328
3.468,-0.415165,2.01986,2.87328
3.469,-0.413143,2.02381,2.87328
3.47,-0.411117,2.02774,2.87328
3.471,-0.409087,2.03165,2.87328
3.472,-0.407054,2.03554,2.87328
3.473,-0.405016,2.03942,2.87328
3.474,-0.402975,2.04327,2.87328
3.475,-0.40093,2.04711,2.87328
3.476,-0.398881,2.05093,2.87328
3.477,-0.396828,2.05473,2.87328
3.478,-0.394771,2.05852,2.87328
3.479,-0.392711,2.06228,2.87328
3.48,-0.390647,2.06602,2.87328
3.481,-0.388579,2.06975,2.87328
3.482,-0.386507,2.07346,2.87328
3.483,-0.384432,2.07715,2.87328
3.484,-0.382353,2.08082,2.87328
3.485,-0.38027,2.08447,2.87328
3.486,-0.378184,2.0881,2.87328
3.487,-0.376094,2.09171,2.87328
3.488,-0.374001,2.0953,2.87328
3.489,-0.371903,2.09888,2.87328
3.49,-0.369803,2.10243,2.87328
3.491,-0.367699,2.10597,2.87328
3.492,-0.365591,2.10949,2.87328
3.493,-0.36348,2.11298,2.87328
3.494,-0.361365,2.11646,2.87328
3.495,-0.359247,2.11992,2.87328
3.496,-0.357125,2.12336,2.87328
3.497,-0.355,2.12678,2.87328
3.498,-0.352872,2.13018,2.87328
3.499,-0.35074,2.13356,2.87328
3.5,-0.348604,2.13692,2.87328
3.501,-0.346466,2.14026,2.87328
3.502,-0.344324,2.14358,2.87328
3.503,-0.342179,2.14688,2.87328
3.504,-0.34003,2.15017,2.87328
3.505,-0.337878,2.15343,2.87328
3.506,-0.335723,2.15667,2.87328
3.507,-0.333565,2.15989,2.87328
3.508,-0.331404,2.16309,2.87328
3.509,-0.329239,2.16628,2.87328
3.51,-0.327071,2.16944,2.87328
3.511,-0.3249,2.17258,2.87328
3.512,-0.322726,2.1757,2.87328
3.513,-0.320549,2.1788,2.87328
3.514,-0.318368,2.18188,2.87328
3.515,-0.316185,2.18494,2.87328
3.516,-0.313998,2.18798,2.87328
3.517,-0.311809,2.191,2.87328
3.518,-0.309616,2.194,2.87328
3.519,-0.307421,2.19698,2.87328
3.52,-0.305222,2.19994,2.87328
3.521,-0.303021,2.20288,2.87328
3.522,-0.300817,2.20579,2.87328
3.523,-0.298609,2.20869,2.87328
3.524,-0.296399,2.21157,2.87328
3.525,-0.294186,2.21442,2.87328
3.526,-0.29197,2.21725,2.87328
3.527,-0.289752,2.22007,2.87328
3.528,-0.28753,2.22286,2.87328
3.529,-0.285306,2.22563,2.87328
3.53,-0.283079,2.22838,2.87328
3.531,-0.280849,2.23111,2.87328
3.532,-0.278617,2.23382,2.87328
3.533,-0.276382,2.23651,2.87328
3.534,-0.274144,2.23917,2.87328
3.535,-0.271903,2.24182,2.87328
3.536,-0.26966,2.24444,2.87328
3.537,-0.267414,2.24705,2.87328
3.538,-0.265166,2.24963,2.87328
3.539,-0.262915,2.25219,2.87328
3.54,-0.260662,2.25473,2.87328
3.541,-0.258406,2.25724,2.87328
3.542,-0.256147,2.25974,2.87328
3.543,-0.253886,2.26222,2.87328
3.544,-0.251623,2.26467,2.87328
3.545,-0.249357,2.2671,2.87328
3.546,-0.247089,2.26951,2.87328
3.547,-0.244818,2.2719,2.87328
3.548,-0.242545,2.27427,2.87328
3.549,-0.240269,2.27661,2.87328
3.55,-0.237992,2.27893,2.87328
3.551,-0.235712,2.28124,2.87328
3.552,-0.233429,2.28352,2.87328
3.553,-0.231145,2.28578,2.87328
3.554,-0.228858,2.28801,2.87328
3.555,-0.226568,2.29023,2.87328
3.556,-0.224277,2.29242,2.87328
3.557,-0.221984,2.29459,2.87328
3.558,-0.219688,2.29674,2.87328
3.559,-0.21739,2.29887,2.87328
3.56,-0.21509,2.30097,2.87328
3.561,-0.212788,2.30305,2.87328
3.562,-0.210484,2.30511,2.87328
3.563,-0.208178,2.30715,2.87328
3.564,-0.20587,2.30917,2.87328
3.565,-0.20356,2.31116,2.87328
3.566,-0.201248,2.31313,2.87328
3.567,-0.198933,2.31508,2.87328
3.568,-0.196617,2.31701,2.87328
3.569,-0.194299,2.31892,2.87328
3.57,-0.19198,2.3208,2.87328
3.571,-0.189658,2.32266,2.87328
3.572,-0.187334,2.3245,2.87328
3.573,-0.185009,2.32632,2.87328
3.574,-0.182682,2.32811,2.87328
3.575,-0.180353,2.32988,2.87328
3.576,-0.178022,2.33163,2.87328
3.577,-0.175689,2.33335,2.87328
3.578,-0.173355,2.33506,2.87328
3.579,-0.171019,2.33674,2.87328
3.58,-0.168682,2.3384,2.87328
3.581,-0.166342,2.34003,2.87328
3.582,-0.164002,2.34164,2.87328
3.583,-0.161659,2.34324,2.87328
3.584,-0.159315,2.3448,2.87328
3.585,-0.15697,2.34635,2.87328
3.586,-0.154622,2.34787,2.87328
3.587,-0.152274,2.34937,2.87328
3.588,-0.149924,2.35085,2.87328
3.589,-0.147572,2.3523,2.87328
3.59,-0.145219,2.35373,2.87328
3.591,-0.142865,2.35514,2.87328
3.592,-0.140509,2.35652,2.87328
3.593,-0.138152,2.35789,2.87328
3.594,-0.135793,2.35923,2.87328
3.595,-0.133433,2.36054,2.87328
3.596,-0.131072,2.36184,2.87328
3.597,-0.12871,2.36311,2.87328
3.598,-0.126346,2.36435,2.87328
3.599,-0.123981,2.36558,2.87328
3.6,-0.121615,2.36678,2.87328
3.601,-0.119247,2.36796,2.87328
3.602,-0.116879,2.36912,2.87328
3.603,-0.114509,2.37025,2.87328
3.604,-0.112138,2.37136,2.87328
3.605,-0.109766,2.37244,2.87328
3.606,-0.107393,2.37351,2.87328
3.607,-0.105019,2.37455,2.87328
3.608,-0.102644,2.37556,2.87328
3.609,-0.100268,2.37656,2.87328
3.61,-0.0978912,2.37753,2.87328
3.611,-0.0955132,2.37847,2.87328
3.612,-0.0931343,2.3794,2.87328
3.613,-0.0907544,2.3803,2.87328
3.614,-0.0883737,2.38118,2.87328
3.615,-0.0859921,2.38203,2.87328
3.616,-0.0836097,2.38286,2.87328
3.617,-0.0812264,2.38367,2.87328
3.618,-0.0788423,2.38445,2.87328
3.619,-0.0764575,2.38521,2.87328
3.62,-0.0740719,2.38595,2.87328
3.621,-0.0716856,2.38667,2.87328
3.622,-0.0692986,2.38736,2.87328
3.623,-0.0669109,2.38802,2.87328
3.624,-0.0645225,2.38867,2.87328
3.625,-0.0621336,2.38929,2.87328
3.626,-0.059744,2.38989,2.87328
3.627,-0.0573538,2.39046,2.87328
3.628,-0.0549631,2.39101,2.87328
3.629,-0.0525718,2.39154,2.87328
3.63,-0.05018,2.39204,2.87328
3.631,-0.0477877,2.39252,2.87328
3.632,-0.0453949,2.39298,2.87328
3.633,-0.0430017,2.39341,2.87328
3.634,-0.0406081,2.39382,2.87328
3.635,-0.0382141,2.39421,2.87328
3.636,-0.0358197,2.39457,2.87328
3.637,-0.033425,2.39491,2.87328
3.638,-0.0310299,2.39523,2.87328
3.639,-0.0286345,2.39552,2.87328
3.64,-0.0262389,2.39579,2.87328
3.641,-0.0238429,2.39604,2.87328
3.642,-0.0214468,2.39626,2.87328
3.643,-0.0190504,2.39646,2.87328
3.644,-0.0166539,2.39663,2.87328
3.645,-0.0142572,2.39678,2.87328
3.646,-0.0118603,2.39691,2.87328
3.647,-0.00946337,2.39702,2.87328
3.648,-0.00706631,2.3971,2.87328
3.649,-0.00466918,2.39715,2.87328
3.65,-0.00227201,2.39719,2.87328
3.651,0.000125189,2.3972,2.87328
3.652,0.00252238,2.39719,2.87328
3.653,0.00491955,2.39715,2.87328
3.654,0.00731668,2.39709,2.87328
3.655,0.00971373,2.39701,2.87328
3.656,0.0121107,2.3969,2.87328
3.657,0.0145075,2.39677,2.87328
3.658,0.0169042,2.39661,2.87328
3.659,0.0193007,2.39644,2.87328
3.66,0.0216971,2.39624,2.87328
3.661,0.0240932,2.39601,2.87328
3.662,0.0264891,2.39576,2.87328
3.663,0.0288847,2.39549,2.87328
3.664,0.0312801,2.3952,2.87328
3.665,0.0336751,2.39488,2.87328
3.666,0.0360698,2.39454,2.87328
3.667,0.0384642,2.39417,2.87328
3.668,0.0408581,2.39378,2.87328
3.669,0.0432517,2.39337,2.87328
3.67,0.0456449,2.39293,2.87328
3.671,0.0480376,2.39247,2.87328
3.672,0.0504298,2.39199,2.87328
3.673,0.0528216,2.39148,2.87328
3.674,0.0552128,2.39096,2.87328
3.675,0.0576035,2.3904,2.87328
3.676,0.0599936,2.38983,2.87328
3.677,0.0623831,2.38923,2.87328
3.678,0.064772,2.3886,2.87328
3.679,0.0671603,2.38796,2.87328
3.68,0.0695479,2.38729,2.87328
3.681,0.0719349,2.38659,2.87328
3.682,0.0743211,2.38588,2.87328
3.683,0.0767066,2.38514,2.87328
3.684,0.0790914,2.38437,2.87328
3.685,0.0814753,2.38359,2.87328
3.686,0.0838585,2.38278,2.87328
3.687,0.0862409,2.38194,2.87328
3.688,0.0886224,2.38109,2.87328
3.689,0.0910031,2.38021,2.87328
3.69,0.0933828,2.3793,2.87328
3.691,0.0957617,2.37838,2.87328
3.692,0.0981396,2.37743,2.87328
3.693,0.100516,2.37645,2.87328
3.694,0.102892,2.37546,2.87328
3.695,0.105267,2.37444,2.87328
3.696,0.107641,2.3734,2.87328
3.697,0.110014,2.37233,2.87328
3.698,0.112386,2.37124,2.87328
3.699,0.114757,2.37013,2.87328
3.7,0.117126,2.369,2.87328
3.701,0.119495,2.36784,2.87328
3.702,0.121862,2.36666,2.87328
3.703,0.124228,2.36545,2.87328
3.704,0.126593,2.36423,2.87328
3.705,0.128956,2.36298,2.87328
3.706,0.131319,2.3617,2.87328
3.707,0.13368,2.36041,2.87328
3.708,0.13604,2.35909,2.87328
3.709,0.138398,2.35775,2.87328
3.71,0.140755,2.35638,2.87328
3.711,0.143111,2.35499,2.87328
3.712,0.145465,2.35358,2.87328
3.713,0.147818,2.35215,2.87328
3.714,0.150169,2.35069,2.87328
3.715,0.152519,2.34921,2.87328
3.716,0.154868,2.34771,2.87328
3.717,0.157215,2.34619,2.87328
3.718,0.15956,2.34464,2.87328
3.719,0.161904,2.34307,2.87328
3.72,0.164246,2.34148,2.87328
3.721,0.166587,2.33986,2.87328
3.722,0.168926,2.33822,2.87328
3.723,0.171263,2.33656,2.87328
3.724,0.173599,2.33488,2.87328
3.725,0.175933,2.33317,2.87328
3.726,0.178265,2.33145,2.87328
3.727,0.180596,2.3297,2.87328
3.728,0.182925,2.32792,2.87328
3.729,0.185252,2.32613,2.87328
3.73,0.187577,2.32431,2.87328
3.731,0.1899,2.32247,2.87328
3.732,0.192222,2.3206,2.87328
3.733,0.194542,2.31872,2.87328
3.734,0.196859,2.31681,2.87328
3.735,0.199175,2.31488,2.87328
3.736,0.201489,2.31293,2.87328
3.737,0.203801,2.31096,2.87328
3.738,0.206111,2.30896,2.87328
3.739,0.208419,2.30694,2.87328
3.74,0.210725,2.3049,2.87328
3.741,0.213029,2.30284,2.87328
3.742,0.215331,2.30075,2.87328
3.743,0.21763,2.29864,2.87328
3.744,0.219928,2.29652,2.87328
3.745,0.222223,2.29436,2.87328
3.746,0.224517,2.29219,2.87328
3.747,0.226808,2.29,2.87328
3.748,0.229097,2.28778,2.87328
3.749,0.231383,2.28554,2.87328
3.75,0.233668,2.28328,2.87328
3.751,0.23595,2.281,2.87328
3.752,0.23823,2.27869,2.87328
3.753,0.240507,2.27637,2.87328
3.754,0.242782,2.27402,2.87328
3.755,0.245055,2.27165,2.87328
3.756,0.247326,2.26926,2.87328
3.757,0.249594,2.26685,2.87328
3.758,0.251859,2.26441,2.87328
3.759,0.254123,2.26196,2.87328
3.76,0.256383,2.25948,2.87328
3.761,0.258641,2.25698,2.87328
3.762,0.260897,2.25446,2.87328
3.763,0.26315,2.25192,2.87328
3.764,0.265401,2.24936,2.87328
3.765,0.267649,2.24678,2.87328
3.766,0.269895,2.24417,2.87328
3.767,0.272137,2.24154,2.87328
3.768,0.274378,2.2389,2.87328
3.769,0.276615,2.23623,2.87328
3.77,0.27885,2.23354,2.87328
3.771,0.281082,2.23083,2.87328
3.772,0.283312,2.2281,2.87328
3.773,0.285538,2.22534,2.87328
3.774,0.287762,2.22257,2.87328
3.775,0.289984,2.21978,2.87328
3.776,0.292202,2.21696,2.87328
3.777,0.294418,2.21412,2.87328
3.778,0.29663,2.21127,2.87328
3.779,0.29884,2.20839,2.87328
3.78,0.301047,2.20549,2.87328
3.781,0.303251,2.20257,2.87328
3.782,0.305452,2.19963,2.87328
3.783,0.30765,2.19667,2.87328
3.784,0.309845,2.19369,2.87328
3.785,0.312038,2.19069,2.87328
3.786,0.314227,2.18767,2.87328
3.787,0.316413,2.18462,2.87328
3.788,0.318596,2.18156,2.87328
3.789,0.320776,2.17848,2.87328
3.79,0.322953,2.17538,2.87328
3.791,0.325127,2.17225,2.87328
3.792,0.327298,2.16911,2.87328
3.793,0.329465,2.16594,2.87328
3.794,0.331629,2.16276,2.87328
3.795,0.333791,2.15956,2.87328
3.796,0.335949,2.15633,2.87328
3.797,0.338103,2.15309,2.87328
3.798,0.340255,2.14982,2.87328
3.799,0.342403,2.14654,2.87328
3.8,0.344548,2.14324,2.87328
3.801,0.346689,2.13991,2.87328
3.802,0.348828,2.13657,2.87328
3.803,0.350962,2.13321,2.87328
3.804,0.353094,2.12982,2.87328
3.805,0.355222,2.12642,2.87328
3.806,0.357347,2.123,2.87328
3.807,0.359468,2.11956,2.87328
3.808,0.361586,2.1161,2.87328
3.809,0.3637,2.11262,2.87328
3.81,0.365811,2.10912,2.87328
3.811,0.367919,2.1056,2.87328
3.812,0.370022,2.10206,2.87328
3.813,0.372123,2.09851,2.87328
3.814,0.374219,2.09493,2.87328
3.815,0.376313,2.09133,2.87328
3.816,0.378402,2.08772,2.87328
3.817,0.380488,2.08409,2.87328
3.818,0.38257,2.08043,2.87328
3.819,0.384649,2.07676,2.87328
3.82,0.386724,2.07307,2.87328
3.821,0.388795,2.06936,2.87328
3.822,0.390862,2.06563,2.87328
3.823,0.392926,2.06189,2.87328
3.824,0.394986,2.05812,2.87328
3.825,0.397042,2.05434,2.87328
3.826,0.399095,2.05053,2.87328
3.827,0.401143,2.04671,2.87328
3.828,0.403188,2.04287,2.87328
3.829,0.405229,2.03901,2.87328
3.83,0.407266,2.03514,2.87328
3.831,0.4093,2.03124,2.87328
3.832,0.411329,2.02733,2.87328
3.833,0.413354,2.0234,2.87328
3.834,0.415376,2.01945,2.87328
3.835,0.417393,2.01548,2.87328
3.836,0.419407,2.0115,2.87328
3.837,0.421416,2.00749,2.87328
3.838,0.423422,2.00347,2.87328
3.839,0.425423,1.99943,2.87328
3.84,0.42742,1.99537,2.87328
3.841,0.429414,1.9913,2.87328
3.842,0.431403,1.9872,2.87328
3.843,0.433388,1.98309,2.87328
3.844,0.435369,1.97896,2.87328
3.845,0.437346,1.97482,2.87328
3.846,0.439319,1.97066,2.87328
3.847,0.441287,1.96647,2.87328
3.848,0.443252,1.96228,2.87328
3.849,0.445212,1.95806,2.87328
3.85,0.447168,1.95383,2.87328
3.851,0.44912,1.94958,2.87328
3.852,0.451067,1.94531,2.87328
3.853,0.45301,1.94102,2.87328
3.854,0.454949,1.93672,2.87328
3.855,0.456884,1.9324,2.87328
3.856,0.458814,1.92806,2.87328
3.857,0.46074,1.92371,2.87328
3.858,0.462661,1.91934,2.87328
3.859,0.464578,1.91495,2.87328
3.86,0.466491,1.91055,2.87328
3.861,0.468399,1.90613,2.87328
3.862,0.470303,1.90169,2.87328
3.863,0.472203,1.89724,2.87328
3.864,0.474098,1.89277,2.87328
3.865,0.475988,1.88828,2.87328
3.866,0.477874,1.88378,2.87328
3.867,0.479756,1.87926,2.87328
3.868,0.481633,1.87472,2.87328
3.869,0.483505,1.87017,2.87328
3.87,0.485373,1.8656,2.87328
3.871,0.487237,1.86102,2.87328
3.872,0.489095,1.85642,2.87328
3.873,0.490949,1.8518,2.87328
3.874,0.492799,1.84717,2.87328
3.875,0.494644,1.84252,2.87328
3.876,0.496484,1.83785,2.87328
3.877,0.498319,1.83317,2.87328
3.878,0.50015,1.82848,2.87328
3.879,0.501976,1.82376,2.87328
3.88,0.503798,1.81903,2.87328
3.881,0.505614,1.81429,2.87328
3.882,0.507426,1.80953,2.87328
3.883,0.509234,1.80476,2.87328
3.884,0.511036,1.79997,2.87328
3.885,0.512833,1.79516,2.87328
3.886,0.514626,1.79034,2.87328
3.887,0.516414,1.7855,2.87328
3.888,0.518197,1.78065,2.87328
3.889,0.519975,1.77579,2.87328
3.89,0.521749,1.7709,2.87328
3.891,0.523517,1.76601,2.87328
3.892,0.525281,1.7611,2.87328
3.893,0.527039,1.75617,2.87328
3.894,0.528793,1.75123,2.87328
3.895,0.530542,1.74627,2.87328
3.896,0.532286,1.7413,2.87328
3.897,0.534024,1.73631,2.87328
3.898,0.535758,1.73131,2.87328
3.899,0.537487,1.7263,2.87328
3.9,0.539211,1.72127,2.87328
3.901,0.54093,1.71622,2.87328
3.902,0.542643,1.71117,2.87328
3.903,0.544352,1.70609,2.87328
3.904,0.546055,1.701,2.87328
3.905,0.547754,1.6959,2.87328
3.906,0.549447,1.69079,2.87328
3.907,0.551135,1.68566,2.87328
3.908,0.552819,1.68051,2.87328
3.909,0.554497,1.67536,2.87328
3.91,0.556169,1.67018,2.87328
3.911,0.557837,1.665,2.87328
3.912,0.559499,1.6598,2.87328
3.913,0.561156,1.65458,2.87328
3.914,0.562808,1.64936,2.87328
3.915,0.564455,1.64411,2.87328
3.916,0.566097,1.63886,2.87328
3.917,0.567733,1.63359,2.87328
3.918,0.569364,1.62831,2.87328
3.919,0.57099,1.62301,2.87328
3.92,0.57261,1.61771,2.87328
3.921,0.574225,1.61238,2.87328
3.922,0.575835,1.60705,2.87328
3.923,0.577439,1.6017,2.87328
3.924,0.579038,1.59634,2.87328
3.925,0.580632,1.59096,2.87328
3.926,0.58222,1.58558,2.87328
3.927,0.583803,1.58018,2.87328
3.928,0.58538,1.57476,2.87328
3.929,0.586952,1.56934,2.87328
3.93,0.588519,1.5639,2.87328
3.931,0.59008,1.55844,2.87328
3.932,0.591636,1.55298,2.87328
3.933,0.593186,1.5475,2.87328
3.934,0.594731,1.54201,2.87328
3.935,0.59627,1.53651,2.87328
3.936,0.597804,1.53099,2.87328
3.937,0.599332,1.52547,2.87328
3.938,0.600855,1.51993,2.87328
3.939,0.602372,1.51437,2.87328
3.94,0.603884,1.50881,2.87328
3.941,0.60539,1.50323,2.87328
3.942,0.60689,1.49764,2.87328
3.943,0.608385,1.49204,2.87328
3.944,0.609874,1.48643,2.87328
3.945,0.611358,1.48081,2.87328
3.946,0.612836,1.47517,2.87328
3.947,0.614308,1.46952,2.87328
3.948,0.615775,1.46386,2.87328
3.949,0.617236,1.45819,2.87328
3.95,0.618691,1.4525,2.87328
3.951,0.620141,1.44681,2.87328
3.952,0.621585,1.4411,2.87328
3.953,0.623023,1.43538,2.87328
3.954,0.624455,1.42965,2.87328
3.955,0.625882,1.42391,2.87328
3.956,0.627303,1.41816,2.87328
3.957,0.628719,1.4124,2.87328
3.958,0.630128,1.40662,2.87328
3.959,0.631532,1.40084,2.87328
3.96,0.63293,1.39504,2.87328
3.961,0.634322,1.38923,2.87328
3.962,0.635708,1.38341,2.87328
3.963,0.637089,1.37758,2.87328
3.964,0.638463,1.37174,2.87328
3.965,0.639832,1.36589,2.87328
3.966,0.641195,1.36003,2.87328
3.967,0.642552,1.35415,2.87328
3.968,0.643903,1.34827,2.87328
3.969,0.645249,1.34237,2.87328
3.97,0.646588,1.33647,2.87328
3.971,0.647922,1.33055,2.87328
3.972,0.649249,1.32463,2.87328
3.973,0.650571,1.31869,2.87328
3.974,0.651887,1.31275,2.87328
3.975,0.653196,1.30679,2.87328
3.976,0.6545,1.30082,2.87328
3.977,0.655798,1.29484,2.87328
3.978,0.65709,1.28886,2.87328
3.979,0.658376,1.28286,2.87328
3.98,0.659656,1.27685,2.87328
3.981,0.660929,1.27084,2.87328
3.982,0.662197,1.26481,2.87328
3.983,0.663459,1.25877,2.87328
3.984,0.664715,1.25273,2.87328
3.985,0.665965,1.24667,2.87328
3.986,0.667208,1.24061,2.87328
3.987,0.668446,1.23453,2.87328
3.988,0.669677,1.22845,2.87328
3.989,0.670903,1.22235,2.87328
3.99,0.672122,1.21625,2.87328
3.991,0.673335,1.21013,2.87328
3.992,0.674542,1.20401,2.87328
3.993,0.675743,1.19788,2.87328
3.994,0.676938,1.19174,2.87328
3.995,0.678127,1.18559,2.87328
3.996,0.679309,1.17943,2.87328
3.997,0.680485,1.17326,2.87328
3.998,0.681656,1.16709,2.87328
3.999,0.68282,1.1609,2.87328
4,0.683977,1.15471,2.87328
4.001,0.685129,1.14851,2.87328
4.002,0.686274,1.14229,2.87328
4.003,0.687414,1.13607,2.87328
4.004,0.688547,1.12984,2.87328
4.005,0.689673,1.12361,2.87328
4.006,0.690794,1.11736,2.87328
4.007,0.691908,1.11111,2.87328
4.008,0.693016,1.10484,2.87328
4.009,0.694118,1.09857,2.87328
4.01,0.695213,1.09229,2.87328
4.011,0.696302,1.086,2.87328
4.012,0.697385,1.07971,2.87328
4.013,0.698462,1.0734,2.87328
4.014,0.699532,1.06709,2.87328
4.015,0.700596,1.06077,2.87328
4.016,0.701654,1.05444,2.87328
4.017,0.702705,1.04811,2.87328
4.018,0.70375,1.04176,2.87328
4.019,0.704788,1.03541,2.87328
4.02,0.705821,1.02905,2.87328
4.021,0.706846,1.02268,2.87328
4.022,0.707866,1.01631,2.87328
4.023,0.708879,1.00993,2.87328
4.024,0.709886,1.00354,2.87328
4.025,0.710886,0.997139,2.87328
4.026,0.71188,0.990734,2.87328
4.027,0.712868,0.984322,2.87328
4.028,0.713849,0.977903,2.87328
4.029,0.714823,0.971476,2.87328
4.03,0.715792,0.965042,2.87328
4.031,0.716753,0.958601,2.87328
4.032,0.717709,0.952153,2.87328
4.033,0.718658,0.945698,2.87328
4.034,0.7196,0.939236,2.87328
4.035,0.720536,0.932767,2.87328
4.036,0.721466,0.926291,2.87328
4.037,0.722389,0.919808,2.87328
4.038,0.723305,0.913319,2.87328
